,comunidad_08,promedio_score,miembros,contaminados_iniciales,promedio_total_pago_f29,nulos_total_pago_f29,promedio_IVA_neto,nulos_IVA_neto,promedio_n_documentos,nulos_n_documentos,promedio_lifetime,nulos_lifetime,moda_unidad_regional,frecuencia_unidad_regional,comunidad,perct_emision_extra,perct_recepcion_extra,emision_extragrupo,recepcion_extragrupo,tasa_emision_extra_intra
110,111,0.03879475881268828,7096,2,10758821.639880951,6424,-7991759.585400226,0,507.51063829787233,6955,2956.36,6971,SANTIAGO SUR,7096,111.0,0.8923059363021694,0.7841584762500295,9358926146.0,4103673934.0,8.285562877502816
111,112,0.2090489315046047,7076,0,10475804.746067416,6631,-59016.10076314302,0,2686.1466666666665,7001,4522.290322580645,7045,5TA UNIDAD REGIONAL VALPARAISO,7076,112.0,0.7515152561674011,0.8002215015328953,1517599714.0,2009928628.0,3.0243919388213545
112,113,0.09356400269110426,7040,102,7478007.694497154,5986,-879358.7853693182,0,406.21611001964635,6531,2396.0876404494384,6595,1RA UNIDAD REGIONAL IQUIQUE,7040,113.0,0.830925016736208,0.769479703278907,6106072377.0,4147319229.0,4.914535555149473
113,114,0.019275472385467656,7026,11,13647337.55960265,5818,789805.1733561059,0,267.28483606557376,6538,3242.5267379679144,6652,5TA UNIDAD REGIONAL VALPARAISO,7026,114.0,0.4641258940198403,0.5763724142994703,14755020071.0,23178521611.0,0.8661099479156847
114,115,0.020026823533821222,6800,1,15006236.640834576,5458,2312642.3264705883,0,245.1563025210084,6205,2785.958536585366,6390,5TA UNIDAD REGIONAL VALPARAISO,6800,115.0,0.48362868712432,0.6457431233771195,18047809064.0,35124976443.0,0.9365909280106678
115,116,0.022584049458620775,6775,6,27885349.303255815,5700,-3193721.000295203,0,768.3922155688623,6441,4563.224358974359,6463,SANTIAGO ORIENTE,6775,116.0,0.7098359444789979,0.6474119715603,33393624847.0,25064690866.0,2.4463262453526733
116,117,0.027438490225101923,6741,6,45628953.86755647,5767,-1596024.621866192,0,210.45454545454547,6323,2607.0389221556884,6407,2DA UNIDAD REGIONAL ANTOFAGASTA,6741,117.0,0.42428440530521,0.49072144933470035,22232137541.0,29067775724.0,0.736968755432342
117,118,0.037791994553664554,6674,5,20073192.712615386,5049,-6711300.688642493,0,1157.676923076923,5894,2004.4823695345558,5965,SANTIAGO SUR,6674,118.0,0.9208193010957184,0.8042390976930941,24710223367.0,8729328003.0,11.629340405404356
118,119,0.028610101791443812,6667,2,49327250.811529934,5314,-33387110.288285587,0,436.7269503546099,6103,3216.4169014084505,6312,4TA UNIDAD REGIONAL COQUIMBO,6667,119.0,0.7730136186223613,0.5111321395300144,130730405136.0,40135711533.0,3.405550649914513
119,120,0.036999498982916074,6498,6,10980056.241493776,5293,1364630.322560788,0,1246.9237588652481,5934,2317.1946308724832,6051,5TA UNIDAD REGIONAL VALPARAISO,6498,120.0,0.9187712493619443,0.9197658998158199,9150308163.0,9273772015.0,11.31091198799627
120,121,0.025610941629529857,6492,11,11541041.641316686,5611,466446.00693160814,0,649.0315789473684,6207,2915.1272727272726,6272,SANTIAGO SUR,6492,121.0,0.5542380935510178,0.6208844492033,10516399529.0,13852011412.0,1.2433500609466075
121,122,0.03776405152705664,6300,4,19755743.432360742,5546,-1476837.2844444443,0,463.293023255814,6085,2543.5513513513515,6115,SANTIAGO SUR,6300,122.0,0.8436512167814859,0.7855661142730876,8227024234.0,5585520773.0,5.39595639578719
122,123,0.0247533036090234,6283,2,38526942.050683826,5040,-249677.5823651122,0,537.2605633802817,5715,3278.8818443804034,5936,10MA UNIDAD REGIONAL LOS LAGOS,6283,123.0,0.9379106619689108,0.9441553002558384,257647906249.0,288365731959.0,15.105824795543533
123,124,0.0322613809402765,6244,1,6909549.794871795,5737,213842.401024984,0,2369.7419354838707,6089,3317.9036144578313,6161,10MA UNIDAD REGIONAL LOS LAGOS,6244,124.0,0.8405494766828141,0.8451790879555641,3659210046.0,3789388456.0,5.271537899005555
124,125,0.04717357330996509,6221,4,15973862.303816793,5566,10480.13759845684,0,4327.326241134751,6080,3065.2213740458014,6090,10MA UNIDAD REGIONAL LOS LAGOS,6221,125.0,0.4701436986948912,0.5399424487467811,4879493281.0,6454127143.0,0.8873041568758601
125,126,0.02630879010733819,6215,6,16373961.670731707,5477,3452085.2582461787,0,353.45544554455444,6013,3746.373056994819,6022,SANTIAGO ORIENTE,6215,126.0,0.4994086451785235,0.5615319951001482,10047897139.0,12898495838.0,0.9976373750134483
126,127,0.04897878842929394,6099,5,11484780.088343559,5284,-20959927.7563535,0,1332.142857142857,5917,3978.8815789473683,5947,SANTIAGO ORIENTE,6099,127.0,0.9601009109886036,0.8247868790756744,66606345406.0,13029772150.0,24.06322888009721
127,128,0.02685303168425217,5919,5,15117441.6123348,4103,-1261997.2463253927,0,165.58152173913044,4815,2679.6090225563908,5121,SANTIAGO SUR,5919,128.0,0.5566835829658046,0.6390903105683258,27704784527.0,39068241966.0,1.255725169597914
128,129,0.05493064244566248,5813,11,36144250.67424242,2381,8398861.952520214,0,2749.964351567302,4186,2741.9513812154696,3098,SANTIAGO CENTRO,5813,129.0,0.6449745978004957,0.6909940953033193,50462368345.0,62114358604.0,1.8166998581077765
129,130,0.04528783274569558,5761,3,42633773.32718327,4948,66921411.79222357,0,2416.1575562700964,5450,3897.0,5423,8VA UNIDAD REGIONAL BIO BIO,5761,130.0,0.9685524081836879,0.9778817379088752,121927531976.0,175025524296.0,30.798937287188135
130,131,0.02663725498821191,5733,3,14080595.96002805,4307,-6301880.779347637,0,531.3873015873016,5103,3018.4263959390864,5339,8VA UNIDAD REGIONAL BIO BIO,5733,131.0,0.47948879837970226,0.4307839470499915,29811156907.0,24491355168.0,0.9211882412657076
131,132,0.01914084958617154,5700,4,23380735.084158417,5296,660637.3242105263,0,1349.9166666666667,5664,4048.9565217391305,5654,SANTIAGO SUR,5700,132.0,0.09849459290958343,0.23479443816016476,320301756.0,899549265.0,0.10925568735907194
132,133,0.04738383387465703,5518,7,6057731.691385559,1931,42189071.271293946,0,1149.829326923077,3854,2697.5569620253164,4412,5TA UNIDAD REGIONAL VALPARAISO,5518,133.0,0.7129254735036472,0.9279469873592475,31108596503.0,161325107974.0,2.4834160042155635
133,134,0.0342437045888982,5496,4,15182038.733668342,4899,-1499918.9768922853,0,555.2443181818181,5320,2688.309090909091,5276,SANTIAGO ORIENTE,5496,134.0,0.7331782013460129,0.6627363230050815,6980325378.0,4991816747.0,2.7478197247924023
134,135,0.028509512318312565,5439,5,14050983.93469709,4168,6899256.70288656,0,186.0702614379085,4827,3640.105577689243,4937,9NA UNIDAD REGIONAL TEMUCO,5439,135.0,0.22983495701012388,0.47662696847400726,10294981402.0,31416699390.0,0.2984229927105963
135,136,0.10078990461369268,5345,5,61924542.31587057,4696,6948265.966697848,0,1180.8523489932886,5196,2864.4809160305344,5214,SANTIAGO ORIENTE,5345,136.0,0.19381670782995514,0.5179434764704489,4463154849.0,19946602771.0,0.2404127072743579
136,137,0.04441009046016742,5197,6,73603129.1575,3597,-52730383.98191264,0,1373.3733195449845,4230,3637.28125,4333,5TA UNIDAD REGIONAL VALPARAISO,5197,137.0,0.5362874393407524,0.26322445422834684,292056696281.0,90221373401.0,1.156508330458694
137,138,0.041313599026577365,5102,4,23137257.936320756,4254,246176873.17875344,0,1675.3032490974729,4825,2355.5819209039546,4748,SANTIAGO ORIENTE,5102,138.0,0.7642159550637709,0.7351135713788272,14436734227.0,12361239114.0,3.241169076009631
138,139,0.023221369342468014,5054,3,7218110.720754717,4524,-979376.9430154333,0,727.3768844221106,4855,3264.291044776119,4920,SANTIAGO SUR,5054,139.0,0.9117678880479031,0.7240012649405594,2576308896.0,653992170.0,10.333742079560803
139,140,0.035554340098560434,5039,9,42410200.79581994,4417,22434555.313157372,0,1161.2919708029196,4765,3332.9,4809,10MA UNIDAD REGIONAL LOS LAGOS,5039,140.0,0.4828546221058736,0.7154721145730297,26681499286.0,71857873313.0,0.9336922319060674
140,141,0.03612035235208305,4938,4,28635395.50955414,4310,6886215.763669502,0,476.36614173228344,4684,3188.434027777778,4650,SANTIAGO SUR,4938,141.0,0.4284505035715099,0.5944625275882895,11892402656.0,23254996998.0,0.7496297455405347
141,142,0.02480446420855033,4895,7,16268844.888349514,4071,-10244622.129928498,0,659.8456375838927,4597,2628.4561403508774,4610,SANTIAGO SUR,4895,142.0,0.8974292334976934,0.7446874598376239,30222004578.0,10075081075.0,8.749366550531846
142,143,0.030028077474381656,4880,13,96797602.95438597,4310,-5253674.304918033,0,890.2442396313364,4663,3480.109375,4688,SANTIAGO SUR,4880,143.0,0.8179832063760987,0.7505097830109393,34034535498.0,22781889282.0,4.493998548651977
143,144,0.037791624863579294,4793,2,40115856.67721519,1949,-80005644.1564782,0,744.4064136125654,3265,3523.949815108294,2900,SANTIAGO ORIENTE,4793,144.0,0.8853835651770408,0.6551221671520155,208302823752.0,51223306673.0,7.724752270864446
144,145,0.03092206823799857,4780,2,5873830.01369863,4269,-151850.8420502092,0,240.63768115942028,4573,2876.503759398496,4647,8VA UNIDAD REGIONAL BIO BIO,4780,145.0,0.550898122710761,0.5760823006395515,3485381289.0,3861240530.0,1.2266662656499232
145,146,0.034334811223517864,4711,5,1123401421.5591054,2520,829164722.6132456,0,2358.189534141672,3144,4391.842003853564,2635,SANTIAGO ORIENTE,4711,146.0,0.48343807012944784,0.5179664544799363,3206487960737.0,3681590947732.0,0.9358763048035595
146,147,0.03499750006316625,4656,24,113479664.11690141,3236,-61225272.02835052,0,595.1049030786774,3779,2423.5134189031505,3799,SANTIAGO ORIENTE,4656,147.0,0.6719237934703355,0.49820668451371547,168788721379.0,81824397543.0,2.048072307887956
147,148,0.026085019805110913,4651,6,10431652.126234906,3740,846685.5216082563,0,381.848,4276,3139.887195121951,4323,SANTIAGO CENTRO,4651,148.0,0.4752995230346514,0.6177733547137089,11034448562.0,19688060217.0,0.90584922999039
148,149,0.09808899151915193,4578,6,13584028.859550562,4044,193046.79030144168,0,479.24905660377357,4313,3755.9,4418,SANTIAGO PONIENTE,4578,149.0,0.5546798486251464,0.5504080527442693,3726211315.0,3662382459.0,1.245575451532257
149,150,0.025482581728791247,4565,2,12540000.294117646,3664,3041250.256297919,0,293.6243093922652,4203,3463.4921875,4309,6TA UNIDAD REGIONAL RANCAGUA,4565,150.0,0.46223697484367227,0.6322404423116937,10990528472.0,21981794123.0,0.8595551445905006
150,151,0.03901316128209686,4520,2,19578395.621880997,3999,65451.649778761064,0,949.8333333333334,4412,2871.608695652174,4428,SANTIAGO SUR,4520,151.0,0.881809492265122,0.8690083098953124,6864279163.0,6103556233.0,7.46091635584792
151,152,0.045881247675622065,4484,32,55682976.71052632,3686,-15725799.691347012,0,1508.6230598669622,4033,3962.348884381339,3991,5TA UNIDAD REGIONAL VALPARAISO,4484,152.0,0.8627904370475248,0.7370409563321005,38690377377.0,17245886912.0,6.288121749548655
152,153,0.047535933340511254,4397,1,33703369.33481482,3722,-36098896.983170345,0,1901.338028169014,4255,2789.8841463414633,4233,SANTIAGO ORIENTE,4397,153.0,0.9875067276776752,0.8690536428264755,75479760324.0,6337526950.0,79.04308032356415
153,154,0.028962300068842605,4396,5,8634758.953818828,3833,777447.5145586897,0,499.2705882352941,4226,3368.6375838926174,4247,SANTIAGO SUR,4396,154.0,0.4261759932267969,0.5607075494856664,3601930213.0,6190242885.0,0.7426946035655104
154,155,0.04585552203651497,4368,18,12685809.56862745,3144,-3017745.0943223443,0,480.01536312849163,3652,3720.82962962963,3828,8VA UNIDAD REGIONAL BIO BIO,4368,155.0,0.9167663517770299,0.8908786283728,23173267528.0,17176562954.0,11.014371847803128
155,156,0.043572420576472745,4339,7,205401211.31407943,3785,-17984755.086425442,0,2723.395209580838,4172,3207.277777777778,4141,SANTIAGO CENTRO,4339,156.0,0.98864859331322,0.9722334193468155,89590682493.0,36017927508.0,87.09480865174243
156,157,0.3348924258490674,4304,4,4822503.9443099275,3891,4477270.239312268,0,1470.5581395348838,4218,3033.095890410959,4231,8VA UNIDAD REGIONAL BIO BIO,4304,157.0,0.642715210136488,0.9355006661946893,2064689908.0,16647140977.0,1.7988876895151755
157,158,0.1200157018940267,4245,4,11402046.067264574,3799,-1097298.7057714958,0,652.7410714285714,4133,2792.8387096774195,4121,8VA UNIDAD REGIONAL BIO BIO,4245,158.0,0.9648172427840644,0.9507201204472497,10149044587.0,7139914694.0,27.423013974216378
158,159,0.13742843754414522,4237,2,5620107.532299741,3850,917468.8274722681,0,686.5535714285714,4125,4075.684210526316,4180,SANTIAGO SUR,4237,159.0,0.36942305584709356,0.6052759734803559,1056613902.0,2765605843.0,0.5858492913079192
159,160,0.04121484255010747,4203,4,77382615.68982944,2620,255344040.8684273,0,1130.8920245398774,3388,2954.914454277286,3525,10MA UNIDAD REGIONAL LOS LAGOS,4203,160.0,0.4619060772349253,0.676963273553631,214441794424.0,523512494229.0,0.8584116223824887
160,161,0.017439977018016237,4091,4,12325321.844978167,3175,289459.21779516013,0,309.31900452488685,3649,3403.625,3699,SANTIAGO CENTRO,4091,161.0,0.5154362821197286,0.6005011541343639,11906535945.0,16825177398.0,1.0637120838813716
161,162,0.03301770712116746,4068,4,11684380.295906432,3213,3731499.9518190757,0,258.848635235732,3665,2877.8253968253966,3816,7MA UNIDAD REGIONAL MAULE,4068,162.0,0.5878243587633253,0.7246213845783486,11029880749.0,20351034711.0,1.4261501650113082
162,163,0.028632915395435023,4032,3,11406525.573975045,3471,1750621.2375992064,0,268.7823834196891,3839,2625.274647887324,3890,5TA UNIDAD REGIONAL VALPARAISO,4032,163.0,0.14255077272820446,0.44305050140534225,2317840264.0,11090720366.0,0.16624981187722093
163,164,0.06847749811851483,4030,27,33811941.504087195,3296,-9552838.694540942,0,769.1302325581395,3600,3618.1878048780486,3620,7MA UNIDAD REGIONAL MAULE,4030,164.0,0.3015274265385533,0.5581474092971568,9726414387.0,28460780929.0,0.43169544230528983
164,165,0.030478702692148918,3985,1,13040639.446380697,3239,1386637.8288582184,0,335.9751552795031,3663,3165.2252964426875,3732,5TA UNIDAD REGIONAL VALPARAISO,3985,165.0,0.3733551233208026,0.572850403996253,6738167730.0,15167095429.0,0.5958001688282164
165,166,0.02025378748938015,3981,3,12115014.922867514,2879,18837426.22933936,0,402.66515151515154,3321,3153.7845036319613,3568,10MA UNIDAD REGIONAL LOS LAGOS,3981,166.0,0.5379809432119714,0.6261372671388948,14554871100.0,20934314188.0,1.1644128858061231
166,167,0.050843142499162906,3974,0,3620986.8672985784,3552,-256581.27730246604,0,565.0459770114943,3887,2141.267441860465,3888,SANTIAGO SUR,3974,167.0,0.765614144771458,0.7181787908829832,1653444662.0,1289941505.0,3.26646906241391
167,168,0.025788411548504614,3955,0,8487961.501730103,3088,2355155.796965866,0,218.84112149532712,3527,2720.449275362319,3748,10MA UNIDAD REGIONAL LOS LAGOS,3955,168.0,0.39781403754738304,0.594377651766928,6660189153.0,14773305679.0,0.6606165908071712
168,169,0.02870162403231234,3946,3,13008246.62083781,3015,-1199670.313482007,0,624.2212389380531,3494,3997.345755693582,3463,8VA UNIDAD REGIONAL BIO BIO,3946,169.0,0.7261082626605863,0.6960056804652697,8694851445.0,7509085236.0,2.6510776473726705
169,170,0.04178791196403923,3942,3,3217989.90990991,3609,-338717.8962455606,0,669.2285714285714,3872,2737.6428571428573,3886,SANTIAGO SUR,3942,170.0,0.9521704580194241,0.9414030258786491,3055654468.0,2465960761.0,19.90758051595208
170,171,0.029925044211349092,3852,1,10296804.4536862,3323,4492693.94755971,0,1720.1764705882354,3801,2690.296296296296,3798,SANTIAGO CENTRO,3852,171.0,0.9457496679511955,0.9933412813281965,998589781.0,8545178486.0,17.433066899947907
171,172,0.023353669714320215,3830,3,7897998.771802326,3142,17249399.74778068,0,477.73454545454547,3555,3154.722222222222,3650,7MA UNIDAD REGIONAL MAULE,3830,172.0,0.5508647293753547,0.8344352334968285,10418360353.0,42811089733.0,1.2265007123783145
172,173,0.06169853128812917,3819,3,11990925.291563276,3013,412575.24797067296,0,837.8382687927107,3380,3119.0232558139537,3475,SANTIAGO PONIENTE,3819,173.0,0.7640462623450859,0.7987514989069809,7892674708.0,9674097084.0,3.2381189208475907
173,174,0.028838580366443906,3805,1,15488694.76933896,3094,2291400.2220762153,0,846.4277456647399,3459,5158.308056872038,3383,8VA UNIDAD REGIONAL BIO BIO,3805,174.0,0.7911467596121528,0.8333559574273939,8754383093.0,11557142377.0,3.7880511604367126
174,175,0.01989783493906512,3729,4,1284185.4069767443,3385,1052557.8063824081,0,1171.358208955224,3662,3065.576923076923,3703,SANTIAGO SUR,3729,175.0,0.8394386177103076,0.8856985576957532,584191449.0,865847837.0,5.228147676231092
175,176,0.06845901182608112,3723,23,27586393.377588306,2902,94851.71447757185,0,624.2442588726514,3244,3069.6735537190084,3239,SANTIAGO SUR,3723,176.0,0.7211125056742784,0.739641373937936,19892712092.0,21855927222.0,2.58567530042085
176,177,0.047255840065920034,3651,11,17206066.435215946,2748,-2211212.5853190906,0,839.9468822170901,3218,1871.5317919075144,2959,2DA UNIDAD REGIONAL ANTOFAGASTA,3651,177.0,0.848219230525618,0.7951401879344719,11329526977.0,7868778996.0,5.588449929875886
177,178,0.05018814580310677,3622,8,53468663.10904585,2815,25073850.199889563,0,791.3118644067797,3327,4421.83081570997,3291,SANTIAGO ORIENTE,3622,178.0,0.2357826244917414,0.3951205589931838,22054884550.0,46695034737.0,0.3085282172954119
178,179,0.025541187246704764,3558,3,1912757.6020408163,3362,240557.392074199,0,526.6896551724138,3529,2498.5454545454545,3536,SANTIAGO SUR,3558,179.0,0.35628897572612833,0.6497893758794646,110269555.0,369647245.0,0.5534921141486346
179,180,0.05305603746032329,3546,2,78055683.8033241,2824,13898821.577270163,0,194.69911504424778,3320,3925.353233830846,3345,8VA UNIDAD REGIONAL BIO BIO,3546,180.0,0.06497529120155063,0.3954540272381702,5728509641.0,53924133058.0,0.06949045366410361
180,181,0.08442658188523174,3520,4,7101254.523636363,2970,67387.92670454546,0,537.0336538461538,3312,3741.266666666667,3280,1RA UNIDAD REGIONAL IQUIQUE,3520,181.0,0.7261207909952864,0.7769455587537247,3610804192.0,4743881635.0,2.6512446623240735
181,182,0.025375278932560426,3510,7,11068855.367272727,2960,38611240.71566951,0,302.4045454545454,3290,3473.8055555555557,3330,SANTIAGO CENTRO,3510,182.0,0.8035184001355121,0.9399763448184207,25708476725.0,98445731405.0,4.089535105015907
182,183,0.029987560720297984,3362,2,21097253.39122807,2792,7709745.305770375,0,572.2528089887641,3184,4113.0329670329675,3089,7MA UNIDAD REGIONAL MAULE,3362,183.0,0.6345598578199989,0.8387085404537363,4616606540.0,13825034124.0,1.7364262558420311
183,184,0.03396689332130654,3361,0,12480293.143548386,2741,1043827.2945551919,0,288.9908256880734,3143,3466.083969465649,3099,SANTIAGO ORIENTE,3361,184.0,0.3891778655999023,0.5493889856479565,2140972038.0,4096903880.0,0.637137791318127
184,185,0.06551424375145742,3308,1,3909664.8099173554,2945,414260.6130592503,0,513.4615384615385,3230,2443.722891566265,3225,SANTIAGO CENTRO,3308,185.0,0.8857857225704534,0.8149277189641414,739267551.0,419731030.0,7.755472805200324
185,186,0.03789715719231583,3296,2,7881675.241935484,2490,-649414.5761529126,0,414.04761904761904,2939,2650.8411764705884,2956,SANTIAGO CENTRO,3296,186.0,0.9148913086639962,0.887182286291438,7522525268.0,5503052216.0,10.749681311066826
186,187,0.05985536840142107,3278,1,51169072.41913439,2839,1351976.0424039047,0,1724.7142857142858,3166,3516.973821989529,3087,SANTIAGO CENTRO,3278,187.0,0.47811272241803954,0.5353662379308569,14042980370.0,17662245370.0,0.916122586151669
187,188,0.0298762526955766,3275,6,55772771.85607009,2476,-10593840.782290077,0,1099.8854368932039,2760,2566.981443298969,2790,8VA UNIDAD REGIONAL BIO BIO,3275,188.0,0.9280504982018188,0.8428626552979498,46110846539.0,19175057727.0,12.898636891260294
188,189,0.027704648672775452,3229,1,9033940.496644296,2782,1374995.7677299473,0,287.83522727272725,3053,2685.6907216494847,3132,3RA UNIDAD REGIONAL ATACAMA,3229,189.0,0.38876959972819203,0.5952546302938725,2732992457.0,6319343677.0,0.6360442797925465
189,190,0.03757778599130242,3216,5,27627648.671619613,2543,-5349444.0289179105,0,1430.3320463320463,2957,3090.3297491039425,2937,4TA UNIDAD REGIONAL COQUIMBO,3216,190.0,0.5503217419858758,0.44359118482081894,18858938379.0,12285458393.0,1.2238122083469518
190,191,0.02798375668991596,3093,9,15167989.001451379,2404,2175032.150662787,0,334.6936416184971,2747,2918.6989247311826,2814,SANTIAGO SUR,3093,191.0,0.6042143400568902,0.6542965120550333,11528391732.0,14292512990.0,1.5266200906413332
191,192,0.0243337545214663,3088,5,47688757.27008032,2092,-14674657.682642488,0,586.809375,2448,3108.7292069632495,2571,2DA UNIDAD REGIONAL ANTOFAGASTA,3088,192.0,0.7730989115350335,0.7578085432263801,48367461140.0,44417640665.0,3.407206711810903
192,193,0.028326945631412293,3079,0,19706952.42138365,2602,1186233.367651835,0,473.1011904761905,2911,2851.573529411765,2943,SANTIAGO CENTRO,3079,193.0,0.3295890418423511,0.5334504789679367,5003385780.0,11636669289.0,0.49162239642993333
193,194,0.03988707553288046,3057,0,94727713.66760564,2702,-5861573.505397448,0,4219.611650485437,2954,3310.581818181818,2947,SANTIAGO SUR,3057,194.0,0.8042080660682549,0.7451658522555926,10223191576.0,7277935336.0,4.107462702465615
194,195,0.0397247646443287,3011,1,8890829.821596244,2159,-9709692.103287945,0,169.7,2541,2182.9196428571427,2675,SANTIAGO SUR,3011,195.0,0.5638473012307249,0.27876837806039606,14179699085.0,4239482247.0,1.2927749910106605
195,196,0.02679658189686353,2950,1,17567350.314363144,2581,510174.34711864404,0,690.6622516556291,2799,3189.1104294478528,2787,SANTIAGO SUR,2950,196.0,0.8556284979233754,0.884212995741874,4212002737.0,5427276587.0,5.9265747437416945
196,197,0.02391740823280512,2930,4,8665978.623501198,2513,835571.6805460751,0,5463.510416666667,2834,3193.7868852459014,2808,SANTIAGO ORIENTE,2930,197.0,0.15867850281969464,0.16498959961420384,1809323939.0,1895504872.0,0.18860626211443154
197,198,0.03130022890701533,2898,0,32987904.793733682,2515,-694445.9523809524,0,386.4407894736842,2746,3160.252427184466,2795,SANTIAGO PONIENTE,2898,198.0,0.6750862390257757,0.6325027478513651,8359245674.0,6924433670.0,2.077739757779391
198,199,0.04943624875068943,2895,1,5023561.506451613,2585,-593478.9122625216,0,987.1688311688312,2818,3946.212121212121,2796,SANTIAGO SUR,2895,199.0,0.9427220429815584,0.9008658977621633,2117390947.0,1169073936.0,16.45872325156488
199,200,0.0241140415560691,2867,4,17447891.39873418,2393,1635269.293337984,0,349.048128342246,2680,3870.1420118343194,2698,SANTIAGO NORTE,2867,200.0,0.3380351970909007,0.5366738514108075,6247287399.0,14170594999.0,0.5106543363111702
200,201,0.03806628466365614,2831,2,19018207.81958763,2443,1240073.7820558106,0,681.7321428571429,2719,3619.280701754386,2717,8VA UNIDAD REGIONAL BIO BIO,2831,201.0,0.7121107223610749,0.7400756178388218,2039354047.0,2347467942.0,2.473557640636461
201,202,0.034261557479023125,2731,0,8396454.861445783,2399,1004711.0080556573,0,1110.967741935484,2638,3286.2,2656,SANTIAGO SUR,2731,202.0,0.8615815985932171,0.8521113212386618,1176891244.0,1089419520.0,6.224472973511727
202,203,0.0499536766369888,2692,0,82532663.35915492,2408,-8905494.10475483,0,6165.243902439024,2610,4566.793103448276,2634,4TA UNIDAD REGIONAL COQUIMBO,2692,203.0,0.7227663730824161,0.6134224886974693,15241132172.0,9276588776.0,2.6070660371127357
203,204,0.02622375974205848,2601,6,6271007.108545034,2168,103196.0246059208,0,1346.343949044586,2444,1827.6574803149606,2347,SANTIAGO CENTRO,2601,204.0,0.639802428988187,0.7147623826190567,666712880.0,940564598.0,1.77625414627575
204,205,0.030174488449972493,2549,4,9363239.700440528,1868,2974449.3860337385,0,157.39370078740157,2168,3395.4811715481173,2310,7MA UNIDAD REGIONAL MAULE,2549,205.0,0.4634406570430747,0.6107946005722477,6872423634.0,12486763483.0,0.8637267491962756
205,206,0.06260386265435756,2537,2,22736475.077363897,2188,-8522318.472999606,0,1295.872340425532,2443,3369.0123456790125,2456,SANTIAGO ORIENTE,2537,206.0,0.9246582450095915,0.8651061426507447,7486137785.0,3911916030.0,12.27285248568084
206,207,0.15899002006581858,2529,1,18447833.53937008,2275,2049724.2281534204,0,4138.272727272727,2474,2395.214285714286,2459,SANTIAGO SUR,2529,207.0,0.9662294626936749,0.9768179268602227,6467139049.0,9524260006.0,28.61161058615148
207,208,0.04205457876891766,2502,0,15237803.915601023,2111,-3626904.8649080736,0,851.1838235294117,2366,6103.096566523605,2036,SANTIAGO SUR,2502,208.0,0.7929913680033538,0.6103544302130465,4354550910.0,1780638365.0,3.830716431265538
208,209,0.03324022647071383,2480,2,15405717.954545455,2106,-1552816.3064516129,0,1596.3223684210527,2328,2039.219387755102,2284,SANTIAGO SUR,2480,209.0,0.9214684989159485,0.9011400722596891,6819826313.0,5297960716.0,11.733743608564291
209,210,0.05378425569642612,2466,8,9248314.156010231,2075,10740130.284671532,0,894.6428571428571,2284,4183.985221674877,2263,SANTIAGO PONIENTE,2466,210.0,0.7604014382403724,0.9213969917123294,4858084171.0,17943779945.0,3.173647757548853
210,211,0.03420542505803872,2463,1,10410885.459259259,2193,-1809449.9301664636,0,1082.8059701492537,2396,3086.264150943396,2410,SANTIAGO SUR,2463,211.0,0.9465851437380323,0.8235652134970002,3720278057.0,979922114.0,17.721383337541926
211,212,0.06056551693475365,2392,17,24287194.059972107,1675,-2954615.7717391304,0,430.7203166226913,2013,4537.330383480826,2053,SANTIAGO NORTE,2392,212.0,0.5880565843752942,0.5827858954319446,21628804695.0,21164159119.0,1.427517863062614
212,213,0.0294845138402172,2369,1,3606790.442804428,2098,709763.3271422541,0,212.6936936936937,2258,2869.551724137931,2282,9NA UNIDAD REGIONAL TEMUCO,2369,213.0,0.39711811500202043,0.5955691730612673,817064323.0,1826655895.0,0.6586996970448885
213,214,0.032952596418240915,2333,2,13510178.87264151,1909,420291.41277325334,0,750.3981481481482,2117,4608.920454545455,2157,5TA UNIDAD REGIONAL VALPARAISO,2333,214.0,0.53525129486874,0.5989353601066013,2216918654.0,2874589266.0,1.151700454372579
214,215,0.03376136980130026,2319,0,22082535.975124378,2118,-3105083.143165157,0,2644.5434782608695,2273,3299.1071428571427,2263,SANTIAGO SUR,2319,215.0,0.9682862348275408,0.905635505182755,3891000488.0,1223066736.0,30.53204908222053
215,216,0.028338632858687107,2294,2,7935912.430508475,1999,628572.4995640803,0,285.8888888888889,2195,3104.641025641026,2216,4TA UNIDAD REGIONAL COQUIMBO,2294,216.0,0.5613607995079888,0.6416065421722783,1865398618.0,2609430415.0,1.2797780017798766
216,217,0.028602537993738526,2274,2,15381178.55670103,1983,86972.16578715919,0,1071.5584415584415,2197,4266.515151515152,2208,SANTIAGO ORIENTE,2274,217.0,0.5327003356201184,0.5203189942523311,2775678704.0,2641185172.0,1.1399544579751095
217,218,0.05445083677292463,2242,14,9665640.9197995,1843,-1737564.5481712758,0,430.44144144144144,2020,4350.574712643678,2068,5TA UNIDAD REGIONAL VALPARAISO,2242,218.0,0.8720820997828617,0.8713870176698371,6077383510.0,6039720886.0,6.817514189198838
218,219,0.05059137403248918,2236,1,94269800.86343612,1782,2393167.404293381,0,221.47916666666666,2092,4107.596026490066,2085,SANTIAGO CENTRO,2236,219.0,0.05997267139491776,0.28048186092307525,4406726407.0,26925650645.0,0.06379885942668488
