RUT_SOCIEDAD,CAPITAL,UTILIDADES
Wov39MrJirqhN/XCaQ6QYw==,91.67,91.67
bZfYjLrnEfisGRApiBa8Mg==,93.75,93.75
ZRgBvcdLmrq6fdJpFhXjdA==,110.0,110.0
MAkYZydadE/jxCYoOeq7hQ==,90.0,90.0
l6FrKcX/yWfSzWnV6rzoWw==,91.0,91.0
PgABJSR4iYEQ8Tje/HuL/w==,109.0,109.0
nfUkSD4MtX0Zgk471JmleA==,90.0,90.0
CoHlRHGYWC0W4NrBWGd77g==,109.0,109.0
C/yTdcfpx1E1YKLgXgD0xw==,90.0,90.0
oN5otUWiHYxAZ69rrIdYCQ==,91.0,91.0
6rtrj8g3AIEobjSYeCfVTA==,92.28999999999999,92.28999999999999
gIcXhKDpqZHSqtfPEvmvcg==,90.0,90.0
7Sd5tTz2rxpxMPwyj0GPTQ==,90.0,90.0
cBY1aZCje7r1txPJbYeRoQ==,90.0,90.0
buGYop5VFC8WzYbKFyIcDw==,90.0,90.0
dU6Vft7CQOM465f7QHQnxA==,90.63,90.63
C2HXtulvJ0enoz6ld9a3Rw==,90.0,90.0
ocs7ZFvJLfHYZC2PlRqRlg==,90.0,100.0
gwjUGkeNEBYQVmGQoOYhPA==,90.0,90.0
eORIk2877RmdA9a1XWWaGg==,90.0,90.0
b8SQm9yLK8kcfiqCRc5pYg==,110.0,110.0
QoXa9vGyA3qEbzRZVeOF3w==,110.0,110.0
j1MuLk1SvjtbHDTwVAPb/w==,90.0,90.0
6OyJf3N5SXnqslbKL7rONg==,90.91000000000001,90.91000000000001
4JHJpAXvZZJcKGBf9iPwQw==,109.1,100.0
wi38HbTQVYx3iXgkbNSOoQ==,90.0,90.0
wZlmj/HGOCKtWlByGZfiNA==,90.0,90.0
ROWwJTZOGea4C99CrBK4Yw==,105.52,105.52
vGXOuNPztRqj1s4vlbk1pA==,92.0,92.0
jWb1U+bEITN7Oc6AXejTOw==,105.98,105.98
0uOXWWdONHBPeTkVYesIPA==,90.0,90.0
+N4F5tyvR68+q5stWAvs+Q==,93.4,93.4
ijPHZyfz+tpZ2fZ274s1wA==,90.0,90.0
tSeXL/llpGYXFbXII+Kchw==,110.0,110.0
5ePjAMWFWEIneFSOtcFprA==,91.0,91.0
mev0h3j74Ysp/j/fMEsLQA==,91.0,91.0
OX9DfDS1j6t+r1e4VCx1cQ==,93.33,93.33
/LCGSUuy3Dd/mDIeR0ZQjQ==,90.0,90.0
A7AJphQNnohlRk4V8WmQoQ==,90.0,100.0
1Hx1d72lp8UzXV5t/eS8gQ==,91.18,91.18
0cT8llyE0hI5AOU2GCtycg==,110.0,110.0
PdSHRvqGClZPPc4S1KlW2g==,91.74000000000002,91.74000000000002
anKQlSDcWCsaNcWYpGvI6Q==,90.0,100.0
bH7RE41vtNwNBk8Ulbgk3g==,109.0,100.0
qyJdWYK0NpWG7WDVPw2igQ==,109.0,109.0
4VpgWu0cj69IMLKdhOqsGQ==,90.0,90.0
PpKVd7x+KKrDzssyhs0TAw==,106.78,106.78
p8AtykYwPslwpOXSkRODLQ==,110.0,100.0
wcqt57PlgkOl1fCHR4BAeA==,90.0,90.0
8sMmLyKXlrALfO3MAzl0SA==,90.0,90.0
TAaOaWnHBx6uOmZcQfJZsw==,90.0,90.0
IIxilj0mrUdoidhxvJmR1Q==,90.0,90.0
iPvphp1hjsH7Telis5/hxQ==,90.0,90.0
MqkQRluUHZIXHZlneEoJsQ==,109.0,109.0
0JzNuVH1BOSUzbwNRfG1jw==,90.0,90.0
0lfjR9Wt5wcBYDXzrwWg5w==,90.99999999999999,90.99999999999999
5gPV9Cwkq+uvBY838s7QyQ==,91.78000000000002,91.78000000000002
wTOzeTtGcG+ZB98xOOKLhw==,93.0,93.0
denpwjejwcf3nzG0fJqwvQ==,91.0,91.0
kboy46CmjOByo0LGIeUQ9w==,90.0,90.0
